,country,taster_name,description,designation,points,price,province,region_1,region_2,taster_twitter_handle,title,variety,winery
363,France,Roger Voss,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.",,95,380,Burgundy,Criots-Bâtard-Montrachet,,@vossroger,Louis Latour 2014  Criots-Bâtard-Montrachet,Chardonnay,Louis Latour
364,US,Paul Gregutt,"For 2014, the Weber is the star of a very fine Winderlea lineup. Dark and deeply concentrated, it's jammed with black cherry fruit, annotated with anise and showing a hint of gunmetal. The tannins are ripe and taste of clean earth. This is a fine candidate for aging. Drink now through 2030.",Weber Vineyard,95,48,Oregon,Dundee Hills,Willamette Valley,@paulgwine ,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
365,Australia,Joe Czerwinski,"The Taylor family selected Clare Valley for its Cabernet affinity, but this Shiraz is a knockout. Yes, it's oaky—full of menthol, vanilla and toasted coconut—but there's just enough black cherry and plum fruit to support the wood. It's a plush, full-bodied wine with immense appeal, for drinking now–2025.",St. Andrews Single Vineyard Release,95,60,South Australia,Clare Valley,,@JoeCz,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield
366,Italy,Joe Czerwinski,"This spends 12 months in oak and it shows: It offers aromas of liquid smoke and flavors of brown sugar, honey and caramel. The fruit is subdued, leaving the emphasis on the oak and mineral components. Try with rich but delicately flavored fish dishes or mild chèvres.",Vorberg,88,21,Northeastern Italy,Alto Adige,,@JoeCz,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
367,Chile,Michael Schachner,"Aromas of mint, berry syrup and dense, lemony oak lay a good foundation for the heavy black fruit that comes on the palate atop a plush carpet of toasty, fresh-grained wood. The finish is round, tasty and mouthfilling, while overall the wine seems to dance due to popping acidity. This is Carmenère with a vital streak.",Reserva de la Familia,88,10,Maipo Valley,,,@wineschach,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),Carmenère,De Martino
368,Italy,Joe Czerwinski,"A plump, juicy mouthful of citrusy fruit, worth trying with grilled or broiled seafood. The zesty lime aromas broaden out on the palate to include orange and tangerine flavors, making it tart but not too tart. Best Buy.",,88,11,Veneto,Bianco di Custoza,,@JoeCz,Montresor 2001  Bianco di Custoza,Garganega,Montresor
369,Italy,Joe Czerwinski,"This medium-weight wine flows effortlessly from start to finish, blending aromas of smoke and nuts with a citrusy core. Picks up savory nutty, cheesy notes (like a good Gruyère) on the long finish.",,88,21,Northeastern Italy,Friuli,,@JoeCz,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso
371,Italy,Roger Voss,"Fragrant, aromatic, grassy aromas give way to fresh, crisp, green fruit and gooseberry flavors. Finishes lively and vibrant.",Castel Ringberg,88,23,Northeastern Italy,Alto Adige,,@vossroger,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch
372,Italy,Roger Voss,"A fresh, crisp style of Soave, brimming with green plum and light acidity. It has concentration and a light touch in equal measure.",Classico,88,10,Veneto,Soave,,@vossroger,Gini 2002 Classico  (Soave),White Blend,Gini
373,Italy,Roger Voss,"Crisp, green, grassy wine with fresh acidity and herbeceous character. It is very New World with its tropical flavors and open, forward fruit.",I Fiori del Borgo,88,15,Northeastern Italy,Collio,,@vossroger,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi
376,Italy,Roger Voss,"A well-judged, well-structured wine that balances fresh, crisp and light fruit against flavors of peaches, almonds and cinnamon. It will be better in two or three years' time.",Zuc de Volpe,88,18,Northeastern Italy,Colli Orientali del Friuli,,@vossroger,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
377,Greece,Roger Voss,"A fresh, tangy, vibrant wine that has ripe green plum and apple flavors alongside a layer of full, forward fruit.",Vigneto Massoni,88,,Naoussa,,,@vossroger,Zenato 2001 Vigneto Massoni White (Naoussa),White Blend,Zenato
379,Italy,Joe Czerwinski,"This blend of Chardonnay, Nosiola and Pinot Bianco offers up apples and cream on the nose, along with flavors of peach and citrus. It's a comfortable mix of fruit that finishes lively and fresh, making it a fine apéritif.",Bianco dei Sorni,88,15,Northeastern Italy,Trentino,,@JoeCz,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
380,Chile,Michael Schachner,"At first this is aggressive, with an aromatic note of wet dog along with blueberries. But soon it finds its legs and opens to display chocolate, espresso and a big batch of black plum and blackberry. The finish has full tannins and some coffee-like flavor. Currently it's wall-to-wall big, but it should settle down in no time and become a good red to drink on any occasion.",Estate Bottled,88,12,Rapel Valley,,,@wineschach,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
381,Italy,Joe Czerwinski,It's testament to this wine's balance that it remains so alive and fresh long after many other Biancos have faded. Intensely mineral aromas mix with notes of smoke and fresh apples; the flavors are earthy and hint at mineral oil. Long on the finish. Best Buy.,Vigne Alte,88,11,Veneto,Bianco di Custoza,,@JoeCz,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),White Blend,Fratelli Zeni
382,Chile,Michael Schachner,"With its herbal, traditional aromas, this New World Cabernet could impersonate and Old World model. The palate is tight and firm, with lively tannins and bracing acids. The flavors run toward plum and chocolate, and there's a bitter hint on the back palate. The finish is plummy and dark.",Estate Grown Reserve,88,15,Maipo Valley,,,@wineschach,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
384,Italy,Roger Voss,"Aromas of roses, pepper and spices make this an enticing wine. On the palate, it is ripe, soft, full-bodied and rich, lacking acidity, but otherwise classic Gewürztraminer.",Sanct Valentin,88,30,Northeastern Italy,Alto Adige,,@vossroger,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),Gewürztraminer,San Michele Eppan
388,US,Roger Voss,"Delicate and complex, a cool climate wine with a mixture of ripe cherry flavors and leaner ones of tobacco, tomato skin, and cranberry. Bone dry with excellent acidity, this somewhat tart wine is well made, and may be an ager.",Paragon Vineyard,88,25,California,Edna Valley,Central Coast,@vossroger,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
389,Italy,Joe Czerwinski,"A blend of grapes, so maybe it is not surprising that the aromas and flavors are a blend: melons, pears and limes, all presented with great freshness and verve alongside a rich texture. Editors' Choice.",Terlano Classico,88,15,Northeastern Italy,Alto Adige,,@JoeCz,Cantina Terlano 2002 Terlano Classico White (Alto Adige),White Blend,Cantina Terlano
390,Chile,Michael Schachner,"Right off the bat this wine is pure and smooth. The nose is pretty, with cranberry and cassis. Next up is a palate of pure red fruit and only a light shading of oak. The finish draws applause for its clarity and buttery nuances. It's what a good Chilean Cabernet should be; it's ripe and easy to drink, yet fairly solid and impressive. Best Buy.",Reserve,88,12,Maipo Valley,,,@wineschach,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Casa Julia
394,Chile,Michael Schachner,"Smooth smelling, with pure and fresh berry and plum aromas. Very young and a bit tangy on the palate, with cherry and berry flavors and an oaky, soft finish that goes sweet then sour, and lasts for a long time. In terms of structure, it's balanced, mildly tannic, yet meant for drinking now.",Reserva,87,12,Maipo Valley,,,@wineschach,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga
395,Italy,Roger Voss,"This is the first vintage of this blend of Chardonnay, Pinot Grigio and Sauvignon Blanc, named after the 16th-century abbess Rylint Formentini. Peppery in character, with rich, complex fruit, it has citric flavors, along with a sense of structure and acidity.",Rylint,87,,Northeastern Italy,Collio,,@vossroger,Conti Formentini 2001 Rylint White (Collio),White Blend,Conti Formentini
397,Chile,Michael Schachner,"Fresh aromas of red cherry and light berry fruit precede a palate that runs a little racy, with borderline tart plum and pie cherry flavors. A solid mouthfeel and mild, chalky tannins give it presence, and for sure it's a clean, sturdy wine. But that's really as far as it goes.",Visión,85,15,Colchagua Valley,,,@wineschach,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),Pinot Noir,Cono Sur
398,Chile,Michael Schachner,"On the plump but balanced side, with a perfumed nose that's almost sweet for SB. In the mouth, it's fairly lively and lifted, with nectarine and melon flavors that morph into pink grapefruit on the finish. Decent quality; will get the job done.",Estate Selection,85,13,Curicó Valley,,,@wineschach,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Aresti
402,Chile,Michael Schachner,"Formerly doing business as “Shiraz,” this Syrah from Bisquertt offers a huge purple tint, roasted aromas of blackberry and campfire, and a ripe, grapey palate that brims with simple, racy black cherry, pepper and other driving flavors. Not timid by any means but also nothing out of the ordinary.",Casa la Joya Reserve,85,11,Colchagua Valley,,,@wineschach,Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),Syrah,Viña Bisquertt
406,France,Roger Voss,"A creamy, caramel- and pear-flavored wine, keeping freshness but enriched with an almond and custard tart finish.",Brut Mosaïque,85,30,Champagne,Champagne,,@vossroger,Jacquart NV Brut Mosaïque  (Champagne),Champagne Blend,Jacquart
407,Chile,Michael Schachner,"Aromas of baked apple, nut oil and toast are mildly appealing, while the round, dry palate is home to flavors of melon and bitter pith. The finish of peach pit and citrus peel is par for the course, and overall it's time to get at this standard Chardonnay before it goes flaccid.",Casa,85,14,Casablanca Valley,,,@wineschach,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),Chardonnay,Lapostolle
118052,US,Virginie Boone,"This wine, made from organic grapes, opens with a nose of steely lemon but it devolves quickly into lemony cough drop territory, with a sourness in taste.",,81,14,California,Lake County,,@vboone,Green Truck 2008 Sauvignon Blanc (Lake County),Sauvignon Blanc,Green Truck
118948,Argentina,Michael Schachner,Bready apple aromas carry the nose. The palate is plump but low on bubbles and acidity. Drab flavors of woodspice and cinnamon rest heavily over a finish that tastes like spiced applesauce.,Torrontés-Chardonnay,81,17,Mendoza Province,Mendoza,,@wineschach,Reginato NV Torrontés-Chardonnay Sparkling (Mendoza),Sparkling Blend,Reginato
118949,Argentina,Michael Schachner,"This is so ripe it smells like raisin extract and prune juice. A murky, stewy palate and overt raisiny flavors finish with a rubbery, tannic feel. Acceptable but with glaring weaknesses.",,81,9,Mendoza Province,Mendoza,,@wineschach,Bodega Privada 2012 Malbec (Mendoza),Malbec,Bodega Privada
120987,US,Jim Gordon,"Vague black-pepper aromas and almost neutral flavors combine for a simple, muted wine. It is medium bodied and innocuous.",,81,15,California,Clarksburg,Central Valley,@gordone_cellars,Twisted Cedar 2011 Merlot (Clarksburg),Merlot,Twisted Cedar
120988,Spain,Michael Schachner,"This winery makes one of the better, more consistent white Txakolis, but this rosé is fruitless and smells of grass and green beans. A spritzy palate similarly tastes of beans and bell pepper, and the finish maintains that vegetal character.",Getaria,81,22,Northern Spain,Getariako Txakolina,,@wineschach,Txomín Etxaníz 2015 Getaria Rosé (Getariako Txakolina),Rosé,Txomín Etxaníz
121869,Spain,Michael Schachner,"This is rusty in color, with burnt leaf and dried earth aromas. Drying and hard on the palate, it has an earthy, leafy set of strained red-fruit flavors. Bitter and rough on the finish.",Diego de Almagro,81,10,Central Spain,Valdepeñas,,@wineschach,Pagos del Rey 2010 Diego de Almagro Tempranillo (Valdepeñas),Tempranillo,Pagos del Rey
121870,Argentina,Michael Schachner,"This is hard coated with a creamy plastic note and a milk chocolate scent. Overall it smells heavily oaked and artificial. It feels resiny, with sticky tannins and thickness, tasting of hickory and carob.",,81,15,Mendoza Province,Mendoza,,@wineschach,Manos Negras 2011 Malbec (Mendoza),Malbec,Manos Negras
121872,Spain,Michael Schachner,"Right from the start things are stretched thin. It smells raw and feels dilute, with flavors of sour plum and a bit of wood resin. Fiery and tart on the finish.",BT Tintorera,81,9,Central Spain,Almansa,,@wineschach,Bodegas Tintoralba 2010 BT Tintorera Garnacha (Almansa),Garnacha,Bodegas Tintoralba
121873,Spain,Michael Schachner,"Spice and tire rubber aromas shadow hard, dry berry scents. It feels bumpy and scattershot, with a pasty, oaky flavor and fiery acidity. The finish is overly oaky and invasive.",Castell de Raimat,81,10,Catalonia,Costers del Segre,,@wineschach,Raimat 2007 Castell de Raimat Tempranillo (Costers del Segre),Tempranillo,Raimat
121876,France,Roger Voss,"This is bitter, with hints of sulfur, yeast and almond. It's soft in texture and lacking fruit.",,81,20,Burgundy,Bourgogne,,@vossroger,Manuel Seguin 2010  Bourgogne,Chardonnay,Manuel Seguin
121877,France,Roger Voss,"This is a yeasty wine, with the fruit less evident. It has acidity and a touch of apple, although a bitter edge cuts into the rounded texture.",,81,,Burgundy,Bourgogne,,@vossroger,Domaine Luquet 2010  Bourgogne,Chardonnay,Domaine Luquet
121878,Spain,Michael Schachner,"A sappy wild-berry aroma turns mulchy with airing. The palate feels sharp and puckery, with very high acidity that creates short, tart, ultrajuicy raspberry and red plum flavors.",Crianza,81,15,Central Spain,La Mancha,,@wineschach,Finca Antigua 2008 Crianza Red (La Mancha),Red Blend,Finca Antigua
121929,Argentina,Michael Schachner,"Harsh, grassy, weedy berry aromas mix with a heavy amount of clove. In the mouth, this is screechy and way off balance. A clove-heavy flavor profile is oaky and messy on Kaiken's entry-level Malbec.",Reserva,81,14,Mendoza Province,Mendoza,,@wineschach,Kaiken 2016 Reserva Malbec (Mendoza),Malbec,Kaiken
121930,Spain,Michael Schachner,"If time waits for no one, don't wait for this. A blocky, jumbled nose of charred and baked black fruits is rustic and off-base. Clove, all-spice and other savory flavors dominate a heavy, unbalanced finish.",Time Waits For No One,81,35,Levante,Jumilla,,@wineschach,Finca Bacara 2015 Time Waits For No One Monastrell (Jumilla),Monastrell,Finca Bacara
121931,Argentina,Michael Schachner,"Gamy, rubbery aromas mark this sizzler with major balance issues. Sour flavors of currant and lemon finish with nothing but acid.",Benchmark Reserva,81,35,Mendoza Province,Mendoza,,@wineschach,Las Vertientes 2014 Benchmark Reserva Red (Mendoza),Red Blend,Las Vertientes
121932,Argentina,Michael Schachner,"This wine is frankly old and downsliding, with aromas of pumpkin and corn flakes. A gold color and mildly oxidized apple-like flavors are tired.",,81,12,Mendoza Province,Mendoza,,@wineschach,Inacayal 2015 Pinot Grigio (Mendoza),Pinot Grigio,Inacayal
122412,Spain,Michael Schachner,"The earthy, mushroomy bouquet on this Cava suggests a savory sauce. The palate is foamy and coarse, with flavors of barbecue sauce and citrus fruits.",Cristalino Rosé Brut,81,10,Catalonia,Cava,,@wineschach,Jaume Serra NV Cristalino Rosé Brut Sparkling (Cava),Sparkling Blend,Jaume Serra
122553,Argentina,Michael Schachner,"Smells strongly of corn, stalky fruit, herbs and grass. Mouthfeel is not a problem, although it's a little sticky on the palate. Tastes heavily herbal and green, with an oaky covering. Short, woody and herbal on the finish.",,81,12,Other,San Juan,,@wineschach,Antigua Bodega 2009 Malbec (San Juan),Malbec,Antigua Bodega
122932,Argentina,Michael Schachner,This gold-colored stale-smelling Torrontés smells like old apple juice. A chunky flat palate offers bland oxidized bitter flavors. Remnants of apple barely help a bitter finish.,,81,12,Mendoza Province,Mendoza,,@wineschach,Cuatro Vacas Gordas 2015 Torrontés (Mendoza),Torrontés,Cuatro Vacas Gordas
122933,Spain,Michael Schachner,"Clove and beef jerky aromas are odd and forceful. A globular palate lacks form and balance, while this tastes oddly and singularly of clove.",,81,11,Northern Spain,Campo de Borja,,@wineschach,Coto de Hayas 2014 Tempranillo-Cabernet Sauvignon (Campo de Borja),Tempranillo-Cabernet Sauvignon,Coto de Hayas
122934,Argentina,Michael Schachner,"This blend smells outright herbaceous and weedy. An astringent volatile palate is grating, while this tastes much like it smells: weedy and green.",Paisaje de Barrancas,81,18,Mendoza Province,Mendoza,,@wineschach,Finca Flichman 2014 Paisaje de Barrancas Red (Mendoza),Red Blend,Finca Flichman
123460,Argentina,Michael Schachner,"Sweaty and feral smelling, with just a tad of the pleasant lychee and melon this grape is known for. Feels heavy and oily, with barely any acidity and pithy, oily, citrus flavors. Clunky stuff for new Torrontés.",La Florencia,81,12,Mendoza Province,Luján de Cuyo,,@wineschach,Familia Cassone 2011 La Florencia Torrontés (Luján de Cuyo),Torrontés,Familia Cassone
123532,Chile,Michael Schachner,"Nutty and sweaty smelling. There's life and acidity to the palate, but the flavors of pickled fruits turn bitter and seem less than clean. Doesn't start that well and never improves.",Reserva,81,12,Casablanca Valley,,,@wineschach,TerraNoble 2010 Reserva Chardonnay (Casablanca Valley),Chardonnay,TerraNoble
123535,Chile,Michael Schachner,"Heavy and globular on the nose, then mulchy, salinic and disjointed for the rest of the ride. Awkward and lemony feeling, with herbal berry flavors, tartness and just not much Pinot pizzazz. A jumbled wine that does not shine.",Edición Limitada,81,22,Casablanca Valley,,,@wineschach,Morandé 2008 Edición Limitada Pinot Noir (Casablanca Valley),Pinot Noir,Morandé
123539,Chile,Michael Schachner,"Smells distinctly like juniper, hot brush and stemmy black fruit. The palate feels tough and stemmy, and the flavors are bitter and weedy. Just doesn't seem ripe. Weak for Chile's de facto Malbec leader.",Estate Collection,81,9,Colchagua Valley,,,@wineschach,Viu Manent 2010 Estate Collection Malbec (Colchagua Valley),Malbec,Viu Manent
125769,US,Michael Schachner,"Heavily oaked, with lemon and coconut aromas. The palate is overwhelmed by wood, and that oak buries any fruit one might be able to dig up. Yes, the texture and feel are fine, but 90% of this wine's character is determined by the essence of the barrel, and that isn't an ideal oak-to-fruit ratio in anyone's book.",,81,14,Oregon,Oregon,Oregon Other,@wineschach,Silvan Ridge 2001 Chardonnay (Oregon),Chardonnay,Silvan Ridge
125770,US,Paul Gregutt,"There is little difference between this and the winery's reserve. There simply is no flavor here. It's a watery, sour wine, with a finish that suggests something went wrong somewhere along the line.",Barrel Fermented,81,10,Oregon,Willamette Valley,Willamette Valley,@paulgwine ,Château Bianca 2000 Barrel Fermented Chardonnay (Willamette Valley),Chardonnay,Château Bianca
128251,Chile,Michael Schachner,"Quite staunch and almost sour smelling, with an initial blast of vinegar that later settles on herbal. Flavors of baked beans and herbal fruit carry heat and scouring acidity. Rubbery as well.",Reserva,81,9,Maipo Valley,,,@wineschach,Santa Alicia 2008 Reserva Carmenère (Maipo Valley),Carmenère,Santa Alicia
338,France,Roger Voss,The wine is earthy and somewhat rustic. There is fruit but it is spoiled by a spicy pepper edge. Chill this drastically.,,82,11,Provence,Coteaux Varois en Provence,,@vossroger,Mémoires 2015 Rosé (Coteaux Varois en Provence),Rosé,Mémoires
339,Spain,Michael Schachner,"Red in color, with berry and apple aromas, this is sweet, with a heavy body and light effervescence.",1887 Rosado,82,13,Catalonia,Cava,,@wineschach,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill
340,France,Anne Krebiehl MW,"The nose is muted, despite the slight spritz of the wine, while the palate is equally toned down. It's a rounded if not very expressive white wine.",Tradition,82,18,Alsace,Alsace,,@AnneInVino,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltès & Fils
341,US,Virginie Boone,"Plummy and hinting at black cherry, this wine is otherwise soft and simple, with a distracting, full-throttled descent into raisin cake and prune.",Serracino Reserve,82,48,California,Dry Creek Valley,Sonoma,@vboone,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King
342,Spain,Michael Schachner,"Funky, yeasty aromas of cinnamon, spent lees and bread yeast dominate the nose. This feels foamy, with lightly vegetal flavors of apple that finish briny.",,82,11,Catalonia,Cava,,@wineschach,Bellisco NV Sparkling (Cava),Sparkling Blend,Bellisco
2628,US,Paul Gregutt,"This is Pinot Gris without any particular varietal character; it could be almost anything. It's got tart, lemon-flavored fruit and a thin, watery finish.",,82,13,Oregon,Willamette Valley,Willamette Valley,@paulgwine ,Emerson 2006 Pinot Gris (Willamette Valley),Pinot Gris,Emerson
3619,Chile,Michael Schachner,"Smells vegetal, with aromas of canned peas and beans vying for attention with mature tropical fruit. Feels mealy despite decent acidity, while the flavor profile is from the garden, meaning it's mostly about asparagus and green beans.",Selección,82,15,Maipo Valley,,,@wineschach,Viña Chocalan 2010 Selección Sauvignon Blanc (Maipo Valley),Sauvignon Blanc,Viña Chocalan
3620,Chile,Michael Schachner,"Smells perky, prickly and tart, with sharp plum and raspberry aromas. Feels citrusy and pithy, with a cutting mouthfeel, and snappy flavors of berry and red plum. Tastes rubbery and slightly bitter on the finish.",Hacienda Araucano Reserva,82,13,Central Valley,,,@wineschach,François Lurton 2011 Hacienda Araucano Reserva Pinot Noir (Central Valley),Pinot Noir,François Lurton
3621,Portugal,Roger Voss,"A perfumed wine with wood aging flavors over citrus. From the Vinho Verde region, it's a curious hybrid of a wine, neither crisp enough nor rich enough.",Monte Cascas Reserva Branco,82,24,Minho,,,@vossroger,Casca Wines 2009 Monte Cascas Reserva Branco White (Minho),Portuguese White,Casca Wines
3627,Chile,Michael Schachner,"This rating is probably as much a reflection of tasting the wine too late in its evolution as anything else. At this mature state, the wine is heavy and syrupy, with stalky, almost bitter red-fruit flavors. Finishes with matchstick and grassy flavors. Wait for the 2011.",Cherub Rosé of Syrah,82,20,Colchagua Valley,,,@wineschach,Montes 2010 Cherub Rosé of Syrah Rosé (Colchagua Valley),Rosé,Montes
3629,US,Paul Gregutt,"This southern Oregon Syrah has red-fruit aromas, with notes of perfume and plastic.",Del Rio Red,82,22,Oregon,Oregon,Oregon Other,@paulgwine ,3Fools 2009 Del Rio Red Red (Oregon),Red Blend,3Fools
3630,Chile,Michael Schachner,"A strange wine that's not very aromatic beyond basic pear fruit and grass. Feels basic and tastes both green and oddly sweet, with a short, oily feeling finish that ends bitter. Tasted twice with similar findings.",,82,20,Leyda Valley,,,@wineschach,Amayna 2011 Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Amayna
3631,Chile,Michael Schachner,"Feels flat and syrupy feeling, with sweet, herb flavors that suggest blueberry and baked plum. Finishes herbal.",,82,10,Central Valley,,,@wineschach,Arauco 2011 Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Arauco
4528,Chile,Michael Schachner,"Scratchy, earthy aromas of red plum and cherry lead to a bland palate with modest raspberry and red plum flavors. This closes with dried-out red-fruit notes and little else.",Reina Ana,82,9,Central Valley,,,@wineschach,Aguirre 2011 Reina Ana Cabernet Sauvignon-Merlot (Central Valley),Cabernet Sauvignon-Merlot,Aguirre
4529,US,Virginie Boone,"Tasting quite sweet and soft, like a raspberry liqueur, this high-alcohol Zinfandel is wrapped in vanilla and cinnamon tones and would be difficult to pair with anything beyond barbecue.",Muy Bueno,82,32,California,Livermore Valley,Central Coast,@vboone,Wood Family Vineyards 2010 Muy Bueno Zinfandel (Livermore Valley),Zinfandel,Wood Family Vineyards
4532,Spain,Michael Schachner,"This barrel-fermented rosé is flat and smells more like apple juice than wine. Despite showing some tang, this is dull in the mouth, with bland orange and nectarine flavors. On the finish, it's washed out and has an iodine-like aftertaste.",Rosado,82,11,Northern Spain,Navarra,,@wineschach,Finca Albret 2011 Rosado Garnacha (Navarra),Garnacha,Finca Albret
4533,US,Virginie Boone,"Simple and tasting of vanilla toffee, this Chardonnay, value-priced for sure, has a finish that's puckeringly sweet.","Eden Ridge, Barrel Select",82,11,California,Mendocino County,,@vboone,"Truett Hurst 2011 Eden Ridge, Barrel Select Chardonnay (Mendocino County)",Chardonnay,Truett Hurst
4542,France,Roger Voss,"Bordeaux Claret has a darker color than a rosé, suggesting more weight. This wine, though, also has a green herbal edge that is less attractive.",,82,,Bordeaux,Bordeaux Clairet,,@vossroger,Château de Piote 2012 Red (Bordeaux Clairet),Bordeaux-style Red Blend,Château de Piote
5526,Spain,Michael Schachner,"This Riesling smells slightly tropical but more like grass and asparagus. A linear body is propped up by lemony acidity, while flavors of lemon peel, tangerine and lees finish citric. Overall, this smells and tastes nothing like the Riesling most people know.",,82,20,Catalonia,Costers del Segre,,@wineschach,Cristiari 2013 Riesling (Costers del Segre),Riesling,Cristiari
5527,US,Jim Gordon,"Earthy, vegetal aromas and equally earthy, peppery flavors make this wine unusually rustic. It does have traces of good aged character, like leather and tea.",Under the Sea,82,22,California,Lodi,Central Valley,@gordone_cellars,Ripken 2011 Under the Sea Primitivo (Lodi),Primitivo,Ripken
5528,US,Jim Gordon,"Sturdy and basic, this Pinot Noir has vegetal aromas, modest fruit flavors, and a dry, lean texture. Aromas suggest tomato and herbs, while flavors are more rich.",,82,7,California,California,California Other,@gordone_cellars,Camelot NV Pinot Noir (California),Pinot Noir,Camelot
5529,Spain,Michael Schachner,"Cheesy, oaky aromas are staunch and less than appealing. A choppy, astringent palate and mulchy, briny berry flavors are less than helpful, while a rubbery feeling finish also fails to bring this around.",Crianza,82,16,Northern Spain,Rioja,,@wineschach,Dominio del Viento 2010 Crianza  (Rioja),Tempranillo Blend,Dominio del Viento
